author,text,likes,TextBlob_Score,LLM_Sentiment,TextBlob_Label
@autobahnDIY,"Jetzt gibt es auch noch das Gespräch mit Weltwoche, wieder 2,5 Stunden sehr empfehlenswerte Darlegungen.",17,1.0,POSITIV,POSITIV
@wickedchannel3852,"Irgendwie finde ich den Höcke Sympatisch und das als nicht deutscher, ich finde es richtig wenn ein Land oder ein Volk von eingewanderten erwartet das sie sich an ihre Regeln hält, das man seiner Kultur annimmt, man muss ja kein Weinachten feiern, aber sich an den Regeln zu halten muss man wo anders auch.
Ich verstehe nicht warum sich die Deutschen dafür rechtfertigen muss, niemand muss herkommen, aber wer herkommt muss sich wie überall anders auch an den Regeln und Grundsätzen des Kulturraums zu halten.
Die Frage die ich mir stelle ist wie wird die Partei sich verhalten wenn sie an der Macht sind.
Mann sollte der AFD ein Chance geben, schlechter als die letzten Regierungen kann es ja nicht werden.
Den Höcke finde ich trotzdem Sympathisch.
Er ist Deutscher Patriot liebt sein Land und möchte nicht das die deutsche Kultur ausstirbt, das impfende ich nicht rassistisch sondern als normal.",17,-0.172,POSITIV,NEGATIV
@jensrichter645,Ich unterschreibe jedes Wort.,16,0.0,POSITIV,NEUTRAL
@schmidi333,Starker Podcast,15,0.7,POSITIV,POSITIV
@f.1.43,Die Angst der Regierenden vor Machtverlust ist greifbar und die gehören alle abgewählt.,14,0.0,POSITIV,NEUTRAL
@EGeraldhuebner,"5,9 Mio. ^^ ihr Linken kapiert es einfach nicht, oder ? ^^ JEDER eurer Kommentare puscht dieses Video immer weiter nach oben, denn YT ist es egal, warum ihr schreibt, wie uns übrigens auch ^^ Der Streisand Effekt (Saskia Esken Effekt) bezeichnet ein soziologisches Phänomen, bei dem der Versuch, eine unliebsame Information zu unterdrücken, nur das genaue Gegenteil erreicht ^^",13,0.0,POSITIV,NEUTRAL
@jeanvaljean7266,"*«Ich bin der Versöhner»: Björn Höcke über die Deutschen, ihre Identität und ihre Zukunft*
https://www.youtube.com/watch?v=73r12YbUTLk",13,0.0,NEUTRAL,NEUTRAL
@EGeraldhuebner,"Linke, sind seit 1917 verantwortlich für insgesamt  über 100 Millionen Opfer, in allen Formen des Sozialismus, einschließlich NationalSOZIALISMUS, wollen AfD verbieten, greifen AfD Politiker an, bedrohen AfD Wähler, Hetze an Israel, Charlie Kirk, Brandmauer, ihr Agument, unsere Demokratie (TM), deshalb, Linke, und Islam sind zwei Seiten der GLEICHEN Medaille",12,-1.0,POSITIV,NEGATIV
@g.d.2222,❤💙❤,12,0.0,NEUTRAL,NEUTRAL
@EGeraldhuebner,"eben den Trauermarsch, Gedenkmarsch für Henry Nowak gesehen (sehe ihn noch), und was machen die Kirchen ? läuten dort, um zu stören, während an ihn erinnert wird, ihm gedacht wird, beim Trauermarsch für Liana K. (Friedland) haben Linke auch nur gestört, und gegen die AfD gehetzt, ihr Linken, woken habt NULL Anstand, und genau das sieht die ganze Welt",12,-0.35,POSITIV,NEGATIV
@EGeraldhuebner,"5,9 Mio. ^^ Der Streisand Effekt (Saskia Esken Effekt) bezeichnet ein soziologisches Phänomen, bei dem der ungeschickte Versuch, eine unliebsame Information zu unterdrücken, das genaue Gegenteil erreicht, weil er die öffentliche Aufmerksamkeit auf ebendiese Information lenkt und so ihre allgemeine Verbreitung fördert ... ihr Linken kapiert es nicht ^^ ihr pusht dieses Video ^^",11,0.0,POSITIV,NEUTRAL
@gofanatico3495,"Was die etablierten Medien nicht fertigbringen, das macht der Ben mit links! Top Interview!",10,0.5,POSITIV,POSITIV
@heikehanowski7495,Ben du bist toll du hast alles richtig gemacht jeder sollte eine Chance haben 👍,10,1.0,POSITIV,POSITIV
@GerdHanser,"Absolutes fantastisches Interview ! Hier wird wirklich ein respektvolles Gespräch geführt ! Ben lässt seinen Gesprächspartner Björn Höcke ausreden ! Hier steht der Mensch im Mittelpunkt , nicht eine Pateizugehörigkeit ! Ein Gespräch ohne Vorurteile ! Großen Dank an Ben und Herrn Höcke !!!",48,0.338,POSITIV,POSITIV
@Sailing4ever,Die linkslinke Bubble ist erwacht. Popcorn für alleeeee!,35,0.0,NEUTRAL,NEUTRAL
@manuela.morgenrot,"Vielen Dank für diesen Podcast. Ich wollte schon immer mehr von Björn Höcke hören. Doch es war schwer eine ""neutrale"" Plattform dafür zu finden.",28,0.0,POSITIV,NEUTRAL
@UmaHoffmann,Sehr sympathischer kluger Mann.,25,1.0,POSITIV,POSITIV
@Yeshua1981,6 Millionen knacken wir noch😉🙏🏻,23,0.0,NEUTRAL,NEUTRAL
@erwinerpunkt3529,Neues Höcke Interview mit Weltwoche. Sehr interessant 👍,22,0.5,POSITIV,POSITIV
@autobahnDIY,6 Mio. nicht mehr weit 🎉🎉🎉💙,21,0.0,NEUTRAL,NEUTRAL
@CoolStevie,Wann über 6 Millionen Aufrufe???,21,0.0,NEUTRAL,NEUTRAL
@heikesamuel1353,"…klar, sortiert, engagiert, solidarisch,patriotisch und stolz, Heimatliebe, Bodenständig, Humanitär, Familienmensch,…
Ein Mensch aus unserer Mitte, ist Hr. H. gewachsen an seinen Herausforderungen und Visionen !
Zurück zu Deutschen Tugenden und Stärken und beginnen mit der offenen Art aller Bürger zu informieren und die Missstände klar zu definieren und kommt mit klaren Lösungsvorschlägen !
Führungsqualität,…Aufklärer durch und durch…, das ist seine Stärke !
Souveräne Person,…",20,0.54,POSITIV,POSITIV
@LittleMichi-b9g,Die 6 Mio Marke (Aufrufe)  sind in Sichtweite ! Respekt,20,0.0,POSITIV,NEUTRAL
@Roulade-ho2ig,Fast 6 mio,19,0.0,NEUTRAL,NEUTRAL
@brigittevisino8382,Ei  großartiges Gespräch..Vielen lieben Dank dafür,19,1.0,POSITIV,POSITIV
@ManuelHorn1,Herr Höcke Sie sind ein Held.,19,0.0,POSITIV,NEUTRAL
@paybrodersen488,Alles für unser Deutschland! 💙💙💙🇩🇪💙💙💙♥️,18,0.0,POSITIV,NEUTRAL
@DietmarKuntz-bj8se,"Nur noch 80 000 dann sind die 6 Millionen voll 😂😂😂😂😂😂 der Wahnsinn ❤❤ schaut auch bei Weltwoche vorbei, da ist Herr Höcke auch zu Gast 🎉🎉",17,0.0,POSITIV,NEUTRAL
@Silberstreif-o6s5b,"Danke für das hervorragende Gespräch, es ist außergewöhnlich aufschlußreich.",16,1.0,POSITIV,POSITIV
@MartinBormann-j7v,"5.9 MILLIONEN BÜRGER....😘✌❗
    ⚡⚡⚡⚡⚡
WÄHLT DIE A F D💯💙🇩🇪👌....

DIE LETZTE CHANCE FÜR EURE
DEUTSCHE HEIMAT, ....IHR 
NICHT - MIGRANTEN... 😁😄🤣

🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪
💙💙💙💙💙💙💙💙💙💙💙
💯💯💯💯💯💯💯💯💯💯💯",15,0.0,POSITIV,NEUTRAL
@rave-s-thetics,Kommt 6 Mio müssen drin sein,15,0.0,NEGATIV,NEUTRAL
@sabinerensenbrink6896,"Ob man Höcke nun für die Rettung Deutschlands hält oder zum Bösen unter der Sonne dämonisiert, man sollte sich einig sein, dass Gewalt, Morddrohungen und der grausame Psychostreß gegen seine Kinder durch ""Aktivisten"" unverzeihlich sind. Wer solche Taten gegen Andersdenkende und deren Angehörige goutiert, ist kein Demokrat, sondern ein Menschenfeind.",15,-0.5,NEGATIV,NEGATIV
@erwinerpunkt3529,"Wow, guckt euch unbedingt das Interview mit Ulrich Siegmund von Flavio von Witzleben an. Ich bin so neidisch auf die Sachsen-Anhalter. Das wird so gut. 👍👍",14,0.0,POSITIV,NEUTRAL
@DalaiDramaLama_Jäger,6 Mio bald. 😁👌,14,0.0,NEUTRAL,NEUTRAL
@KevinDeBruyne77Flame,"Schon 5,9 Mio. Aufrufe",14,0.0,NEUTRAL,NEUTRAL
@AbasAlwan-y9d,Ich bin auf das Video sehr gespannt und guck das zum ersten Mal,13,0.0,NEUTRAL,NEUTRAL
@Paulaner_,"Wahnsinn, dass noch so viele Wochen nach Erscheinung sogar auch Höcke Gegner das Video durch ihre Kommentare hier pushen. Einige sogar vermehrt und immer wieder. Aber warum? Aus Faszination? Für die 6 Millionen? Das widerspricht sich doch eigentlich, aber gut, man kennt's so oder so ähnlich auch von woanders. 🤭",13,0.0,NEUTRAL,NEUTRAL
@InitialTourist,Saskia Esken zeigt wer die Faschisten sind...,13,0.0,NEGATIV,NEUTRAL
@maximtestov87,"Endlich mal ein Beitrag, wo sich Höcke ohne Zwischengelaber frei äußern kann.",32,0.7,POSITIV,POSITIV
@FarbenSeher,"6 Millioohooneeen, 6 Millionen Aufrufe. So und nicht anders.",25,0.25,NEUTRAL,POSITIV
@DietmarKuntz-bj8se,Es fehlen noch 70 000 wir schaffen das 😂😂😂😂😂😂😂❤,25,0.0,NEUTRAL,NEUTRAL
@AndreasLindful,"Es sind 311.237 Likes und 10.701 Dislikes. Das sind 96,68 % Likes und 3,33 % Dislikes (Stand 10.6.2026 um 0:10 Uhr). Bemerkenswert.",23,0.333,NEUTRAL,POSITIV
@janetkara7,Wowwwww die 6 Millionen rücken immer näher 🚀🚀🚀🚀,22,0.0,NEGATIV,NEUTRAL
@Ansi25,Viereinhalb Stunden! Wow! Grosses Danke den Herren Höcke und Ben,22,0.233,POSITIV,POSITIV
@karolaneuwald,"Ich habe Herrn Höcke vor zwei Jahren in einer Berliner Anwaltskanzlei getroffen und ihn ganz frech angesprochen und einige Fragen gestellt. Er war sehr höflich, freundlich zugewandt und er nahm sich einige Minuten Zeit um mir zu antworten. Ich habe der Hetze der mainstream-Medien nie geglaubt. Im Gegensatz zu Linken, die gerne in Stadtvierteln ohne Ausländer leben, hat Höcke keine Probleme mit Ausländern. Nur mit Kriminellen jeglicher Herkunft und illegalen Zuwanderern.",20,-0.14,POSITIV,NEGATIV
@karolaneuwald,"Ich könnte 20 Gründe nennen warum ich AfD wähle. Von der Einwanderungspolitik und Abschaffung der Rundfunkgebür über verpflichtende Volkentscheide und dem Willen mit Russland in Frieden zu leben bis zu dem Ablehnen des Feminismus, der vollkommen aus der Spur geraten ist. Für mich war aber der 7.April 2022 entscheidend als die AfD im Bundestag als einzige Partei geschlossen gegen die Einführung der allgemeinen Impfpflicht stimmte. Dafür werde ich den Blauen immer dankbar sein und sie aus Loyalität immer wählen.",20,0.25,POSITIV,POSITIV
@Lea.S1011,"Der absolute Wahnsinn,  fast 6 Millionen Klicks. Kannst stolz auf dich sein,  dein Mut hat sich gelohnt. 🎉",18,0.467,POSITIV,POSITIV
@Soenneken1973,"Als ""linke Bazille"" gratuliere ich zu diesem Gespräch. Sicherlich teile ich sicher nicht den Großteil der Ansichten von Herrn Höcke. Jedoch verdient unsere Demokratie einen fairen Austausch. Chapeau Ben. DAS ist Gesprächskultur!",16,0.2,POSITIV,POSITIV
@joergbanse65,"Eine spannende Möglichkeit, sich ein eigenes Bild zu machen",15,0.0,NEUTRAL,NEUTRAL
@hughmungous3357,Dem Links-Liberalismus in seinem Lauf geht langsam die Puste aus.,15,-0.7,POSITIV,NEGATIV
@thechadbuddha,na stefan heute erst wieder um 12 schicht?,14,0.0,NEUTRAL,NEUTRAL
@timotobsucht5603,"Vielen Dank für den Mut, die Zeit und den tollen Einblick!",13,0.5,POSITIV,POSITIV
@magxpxk6905,"Hat auf jeden Fall mehr spirituelle Weisheit als ich gedacht hätte. 
Danke fürs Teilen & ans Erinnern, wie man sich menschlich auch bei politischen Themen begegnen kann",12,0.5,POSITIV,POSITIV
@davids4902,@stefans.5268 AFD Supporter Nr. 1,11,0.0,POSITIV,NEUTRAL
@worldoftradesde,"Nur noch Schein Demokratie. ✅ Schon lang gespürt, hier endlich Mal klar ausgesprochen 👍🏼",9,0.5,POSITIV,POSITIV
@d3dex,"Ihr bietet einem der bekanntesten Nazis überhaupt eine Plattform und stellt ihn dabei sogar als jemanden dar, der „blauäugig“ in eine Diskussion gehe. Das ist aus mehreren Gründen problematisch:

Erstens würde eine solche Person niemals blauäugig oder unvorbereitet in eine Diskussion gehen. Diese Darstellung verharmlost die Situation und vermittelt ein falsches Bild.

Zweitens gebt ihr einer gerichtlich verurteilten rechtsextremen Person eine Bühne und zusätzliche Aufmerksamkeit. Das halte ich für äußerst fragwürdig.

Insgesamt finde ich dieses Vorgehen erschreckend und falsch.",8,-0.683,NEGATIV,NEGATIV
@davids4902,@stefans.5268 AFD Supporter Nr. 1,8,0.0,NEUTRAL,NEUTRAL
@steffie.9635,"Höcke ist rechtsextrem,gesichert. Der Wolf im Schafspelz.Der gibt sich hier als armer Verfolgter,mimimi.",7,-1.0,NEGATIV,NEGATIV
@MariaM-yu4gl,2:56 er sagt es ja sogar öffentlich!! Warum wird nicht eingeordnet was das konkret bedeutet? Das bedeutet allen die eine doppelte staatbürgerschaft haben wird der deutsche! Pass entzogen und sie werden abgeschoben.,7,0.0,NEGATIV,NEUTRAL
@MariaM-yu4gl,"Das beste beispiel warum man jemandem besser keine plattform gibt, wenn man intellektuell unterlegen ist. Wtf warum lässt man jemanden so etwas verbreiten und traut sich nicht das einzuordnen und kontra zu geben???",7,0.0,NEGATIV,NEUTRAL
@d3dex,Was für ein besonderer Nazi den du zu gast hattest ....  schlimm einfach schlimm,6,-1.0,NEGATIV,NEGATIV
@queenouteniqua993,"Der AFD wurde hier eine Bühne geboten (erkennbar an den vielen Kommentaren seiner Untergebenen). So ganz ohne kritisches Nachfragen. Der rote Teppich wurde  ausgerollt und natürlich zeigt Herr Höcke sich hier harmlos, wissend, welche Worte, wie zu wählen sind mit dem Hinweis, sich nie in Rhetorik weitergebildet zu haben. Und offenbar haben seine Worte beim Gegenüber gewirkt, dieser war betäubt von der giftigen Botschaft und gelähmt, um auf den Tisch zu hauen mit den Worten, dass rechtes Gedankengut auf seinem Kanal aber auch gar nichts zu suchen hat! Hier wurde nicht die ganze Wahrheit von Herrn Höcke verkündet.",6,0.175,NEGATIV,POSITIV
@EGeraldhuebner,"hey, Linker, was hast du heute gemacht ? oder gestern ? oder vorgestern ? was machst du morgen ? und übermorgen ? ... öch, nun ja, ich kommentiere (gleich noch mit mehreren anderen Profilen, also genau DAS, was ""er"" immer gern anderen unterstellt ^^) unter einem BJÖRN Höcke Video ^^ und ? ist das erfolgreich ? JA, es hat bald 6 Millionen Zuschauer ^^ Streisand (Saskia Esken) Effekt in einer Nuss Schale ^^",5,0.038,POSITIV,NEUTRAL
@tanjafunk7710,"Für mich wirkt Björn Höcke sehr überzeugend, klar in seinen Aussagen und authentisch. Besonders seine Haltung zum Erhalt deutscher Werte und kultureller Identität spricht mich an. Ich denke, dass viele Menschen sich Veränderungen wünschen, damit Deutschland auch in Zukunft ein sicheres und lebenswertes Land bleibt.

Ich selbst habe einen Migrationshintergrund und bin als Spätaussiedlerin nach Deutschland gekommen. Wir haben uns integriert, hier die Schule besucht, eine Ausbildung gemacht, gearbeitet und unseren Beitrag zur Gesellschaft geleistet. Gerade deshalb wünschen wir uns für unsere Kinder und zukünftige Generationen ein sicheres Deutschland mit klaren Regeln und einer funktionierenden Integrationspolitik.

Deshalb kann ich viele seiner Positionen nachvollziehen und unterstütze diese. Von mir gibt es dafür einen klaren Daumen nach oben.",22,0.338,POSITIV,POSITIV
@DietmarKuntz-bj8se,Nur noch 60 000 bis zu der 6 Millionen Marke. Wahnsinn. Danke Euch zwei ❤😂🎉😊,14,0.0,NEUTRAL,NEUTRAL
@PetraOswald-s2w,👍🏻 Für Ben und Björn!,13,0.0,POSITIV,NEUTRAL
@SH-mu5mb,Chapeau Hr. Höcke,13,0.0,POSITIV,NEUTRAL
@drakula6586,"Ein sehr gebildeter, eloquenter Mensch, dem hier endlich die Möglichkeit gegeben wurde, seine Standpunkte auszuführen. Sachlich, ruhig und respektvoll.
Und er hat Recht!",12,0.617,POSITIV,POSITIV
@hansmaier5692,Die Cancel Culture und die Brandmauer sind beide Gift für die Demokratie. Allen voran - diese Wahl muss wiederholt werden - Merkel wird sich dafür verantworten müssen.,12,-0.35,POSITIV,NEGATIV
@g.d.2222,❤💙❤,11,0.0,NEUTRAL,NEUTRAL
@IchBins-t9z,Jetzt gucke ich ein 2.Mal😅,9,0.0,NEUTRAL,NEUTRAL
@tangoargentino8479,"Ich finde es super, so ein Interview zu führen! Danke dafür Ben!💯",8,0.0,POSITIV,NEUTRAL
@adinw3072,"LIEBER BEN, KANNST DU BITTE DEN GERADE GEKÜNDIGTEN JOBCENTER MITARBEITER ZU EINEM INTERVIEW EINLADEN?",7,0.85,NEUTRAL,POSITIV
@karolaneuwald,"Die Blauen liegen in Umfragen deutlich auf Platz eins. Bei Arbeitern, Polizisten, Handwerkern und Freiberuflern sind sie auch mit Abstand am beliebtesten. Also bei den Leuten, die unser Land am laufen halten. Was mir aber noch mehr Hoffnung macht ist die Tatsache, dass die AfD auch bei jungen Menschen beliebt ist. CDU und AfD dagegen haben ihre stärkste Wählergruppe jeweils bei über 70jährigen.",6,0.07,POSITIV,NEUTRAL
@EGeraldhuebner,"mein Hund (schwarzer Spitz Border Collie Mischlingsrüde) WURDE 2020 vergiftet, Thema Meinung zu Hunden, besonders schwarzen Hunden im Islam, und ""5268"" beleidigt mich hier als sonst etwas, daran sieht man, das Linke NULL Anstand kennen, und dieses Verhalten sieht die ganze Welt, eure Anti AfD Hetze beim Trauermarsch für Liana K. und Henry Nowak, HEUCHLER",5,-0.5,NEGATIV,NEGATIV
@miloszforman6270,"In Belfast versuchte vorgestern einer von Keir Starmers Leuten, einen Nicht-Migranten auf offener Straße zu enthaupten, das heißt ihm den Kopf mit einem Messer abzuschneiden. Obwohl mehrere Zeugen anwesend waren, ließ dieser Mann (ein Migrant aus dem Sudan) sich nicht beirren und setzte sein blutiges Werk, auf dem Opfermann sitzend, Schnitt für Schnitt fort. Erst nach einigen Minuten griffen einige beherzte Männer ein. Diese Nothelfer müssen nun mit Strafverfolgung rechnen, weil sie in rassistischer Weise eine religiöse Zeremonie gestört haben. 

Keir Starmer und seine nordirische Kollegin Michelle O'Neill äußerten ihre tiefe Empörung über den rassistischen Übergriff auf die Zeremonie und über die anschließenden Gewalttaten der Komplizen, die nun in Belfast die Polizei angriffen und an verschiedenen Stellen Feuer legten. Starmer äußerte auch sein Bedauern, dass die Polizei, anders als im Fall Henry Nowak, nicht dazu beigetragen hat, die religiöse Zeremonie erfolgreich zu beenden. Stattdessen wurde der Opfermensch aus nicht ganz verständlichen Gründen in ein Krankenhaus transferiert, da er noch ein wenig lebte.

Keir Starmer betonte, dass man Zeremonienmeister aus Afrika eigens angeworben hätte, um die kulturelle Vielfalt im Lande zu fördern, und dass man mit allen Mitteln - polizeilichen und juristischen - verhindern werden, dass Gewalttäter weiterhin dabei stören.",5,-0.185,NEGATIV,NEGATIV
@alexi.1514,"Man kann in keinen Menschen hineinschauen. 
Björn Höcke mit Adolf Hitler gleichzusetzen, würde ich mir nicht anmassen. Ich kenne ihn nicht privat und nur dann würde ich mir ein Urteil erlauben.  
Ich kann es mir nicht vorstellen daß die AFD tatsächlich Feinde aller Ausländer sind ,einzelne  wahrscheinlich, aber nicht generell glaube ich. 
Wir wurden dermaßen getäuscht und belogen in den letzten Jahren von Politikern ,die für uns und  Deutschland dochdas Beste  wollen angeblich . Das ist zumindest der Auftrag den sie früher  selbst auch hatten und auch der Schwur beinhaltet das . 
Weil wir  mittlerweile dermaßen verunsichert sind ,wir konnten überprüfen daß das heute versorichene ,morgen gebrichen wurde. . Deshalb ist es für mich nur nur möglich hier zuzuhören, glauben kann ich nichts eas ich nicht prüfen kann. 
An Gott glauben ich.",5,-0.02,NEUTRAL,NEUTRAL
@DAVCOHPHOGRAPH,"Auch ich will Deutschland erhalten, wie ich es kennenlernte. Deutschland ist Schiller, Goethe, Heisenberg, Einstein, Arendt etc und nicht, was es seit spätestens 2015 immer mehr darstellt. BK Merz hatte recht. 

Ben war sehr gut vorbereitet, stellte wichtige Fragen und ich danke ihm dafür aus ganzem Herzen. ""Nebenbei"" bemerkt, das sagt ein Jude, dessen Familie in Auschwitz grösstenteils vernichtet wurde und dennoch die Bundesrepublik schätzen, achten und lieben gelernt hat.",5,0.37,POSITIV,POSITIV
